Device,VKey,ScanCode,E0,E1,Edge,HostTimestamp_ns,KeyName
76487407,13,28,0,0,DOWN,1781411775359,"EINGABE"
85922219,65,30,0,0,DOWN,1787662294259,"A"
85922219,78,49,0,0,DOWN,1787718570059,"N"
85922219,76,38,0,0,DOWN,1787780282259,"L"
85922219,39,77,1,0,DOWN,1787836906759,"NACH-RECHTS"
85922219,66,48,0,0,DOWN,1787902376759,"B"
85922219,68,32,0,0,DOWN,1787957087359,"D"
85922219,71,34,0,0,DOWN,1788020816859,"G"
85922219,70,33,0,0,DOWN,1788076459359,"F"
85922219,69,18,0,0,DOWN,1788144760559,"E"
85922219,72,35,0,0,DOWN,1788205395459,"H"
85922219,82,19,0,0,DOWN,1788262120759,"R"
85922219,85,22,0,0,DOWN,1788326172359,"U"
85922219,65,30,0,0,DOWN,1788372671559,"A"
85922219,78,49,0,0,DOWN,1788445446259,"N"
85922219,76,38,0,0,DOWN,1788500705159,"L"
85922219,39,77,1,0,DOWN,1788566176159,"NACH-RECHTS"
85922219,66,48,0,0,DOWN,1788622146759,"B"
85922219,68,32,0,0,DOWN,1788685610359,"D"
85922219,71,34,0,0,DOWN,1788741530559,"G"
85922219,70,33,0,0,DOWN,1788796695559,"F"
85922219,69,18,0,0,DOWN,1788861862559,"E"
85922219,72,35,0,0,DOWN,1788916934559,"H"
85922219,82,19,0,0,DOWN,1788981579759,"R"
85922219,85,22,0,0,DOWN,1789037116659,"U"
85922219,65,30,0,0,DOWN,1789101497459,"A"
85922219,78,49,0,0,DOWN,1789157631259,"N"
85922219,76,38,0,0,DOWN,1789221695359,"L"
85922219,39,77,1,0,DOWN,1789277589759,"NACH-RECHTS"
85922219,66,48,0,0,DOWN,1789341370059,"B"
85922219,68,32,0,0,DOWN,1789397973559,"D"
85922219,71,34,0,0,DOWN,1789461312259,"G"
85922219,70,33,0,0,DOWN,1789516814559,"F"
85922219,69,18,0,0,DOWN,1789581780959,"E"
85922219,72,35,0,0,DOWN,1789645805459,"H"
85922219,82,19,0,0,DOWN,1789701798159,"R"
85922219,85,22,0,0,DOWN,1789766438259,"U"
85922219,65,30,0,0,DOWN,1789813573759,"A"
85922219,78,49,0,0,DOWN,1789885581859,"N"
85922219,76,38,0,0,DOWN,1789941027559,"L"
85922219,39,77,1,0,DOWN,1790004975559,"NACH-RECHTS"
85922219,66,48,0,0,DOWN,1790061895359,"B"
85922219,68,32,0,0,DOWN,1790124704859,"D"
85922219,71,34,0,0,DOWN,1790181743859,"G"
85922219,70,33,0,0,DOWN,1790237177259,"F"
85922219,69,18,0,0,DOWN,1790301169659,"E"
85922219,72,35,0,0,DOWN,1790357598759,"H"
85922219,82,19,0,0,DOWN,1790421517759,"R"
85922219,85,22,0,0,DOWN,1790476727359,"U"
85922219,65,30,0,0,DOWN,1790540858959,"A"
85922219,78,49,0,0,DOWN,1790597885259,"N"
85922219,76,38,0,0,DOWN,1790660390759,"L"
85922219,39,77,1,0,DOWN,1790716856959,"NACH-RECHTS"
85922219,66,48,0,0,DOWN,1790780443359,"B"
85922219,68,32,0,0,DOWN,1790836852259,"D"
85922219,71,34,0,0,DOWN,1790901385259,"G"
85922219,70,33,0,0,DOWN,1790957059759,"F"
85922219,69,18,0,0,DOWN,1791021449659,"E"
85922219,72,35,0,0,DOWN,1791076867359,"H"
85922219,82,19,0,0,DOWN,1791140834059,"R"
85922219,85,22,0,0,DOWN,1791204470759,"U"
85922219,78,49,0,0,DOWN,1791324701059,"N"
85922219,76,38,0,0,DOWN,1791372538859,"L"
85922219,39,77,1,0,DOWN,1791444435959,"NACH-RECHTS"
85922219,66,48,0,0,DOWN,1791500635659,"B"
85922219,68,32,0,0,DOWN,1791564134459,"D"
85922219,71,34,0,0,DOWN,1791620426159,"G"
85922219,70,33,0,0,DOWN,1791676445759,"F"
85922219,69,18,0,0,DOWN,1791740254759,"E"
85922219,72,35,0,0,DOWN,1791796615359,"H"
85922219,82,19,0,0,DOWN,1791860277859,"R"
85922219,85,22,0,0,DOWN,1791916971959,"U"
85922219,65,30,0,0,DOWN,1791981335259,"A"
85922219,78,49,0,0,DOWN,1792037566159,"N"
85922219,76,38,0,0,DOWN,1792100833459,"L"
85922219,39,77,1,0,DOWN,1792156679959,"NACH-RECHTS"
85922219,66,48,0,0,DOWN,1792221400559,"B"
85922219,68,32,0,0,DOWN,1792277573259,"D"
85922219,71,34,0,0,DOWN,1792341707759,"G"
85922219,70,33,0,0,DOWN,1792397402059,"F"
85922219,69,18,0,0,DOWN,1792460535759,"E"
85922219,72,35,0,0,DOWN,1792520133059,"H"
85922219,82,19,0,0,DOWN,1792582081859,"R"
85922219,85,22,0,0,DOWN,1792636654259,"U"
85922219,78,49,0,0,DOWN,1792766115259,"N"
85922219,76,38,0,0,DOWN,1792820361359,"L"
85922219,39,77,1,0,DOWN,1792884552959,"NACH-RECHTS"
85922219,66,48,0,0,DOWN,1792940722659,"B"
85922219,68,32,0,0,DOWN,1793006097359,"D"
85922219,71,34,0,0,DOWN,1793060482559,"G"
85922219,70,33,0,0,DOWN,1793125440059,"F"
85922219,69,18,0,0,DOWN,1793181585859,"E"
85922219,72,35,0,0,DOWN,1793237554059,"H"
85922219,82,19,0,0,DOWN,1793301152659,"R"
85922219,85,22,0,0,DOWN,1793357189359,"U"
85922219,65,30,0,0,DOWN,1793421145059,"A"
85922219,78,49,0,0,DOWN,1793476500559,"N"
85922219,76,38,0,0,DOWN,1793541519359,"L"
85922219,39,77,1,0,DOWN,1793598395959,"NACH-RECHTS"
85922219,66,48,0,0,DOWN,1793661800059,"B"
85922219,68,32,0,0,DOWN,1793717500359,"D"
85922219,71,34,0,0,DOWN,1793781743559,"G"
85922219,70,33,0,0,DOWN,1793839619559,"F"
85922219,69,18,0,0,DOWN,1793901109659,"E"
85922219,72,35,0,0,DOWN,1793956696759,"H"
85922219,82,19,0,0,DOWN,1794020753859,"R"
85922219,85,22,0,0,DOWN,1794077243959,"U"
85922219,65,30,0,0,DOWN,1794140931259,"A"
85922219,78,49,0,0,DOWN,1794198023159,"N"
85922219,76,38,0,0,DOWN,1794261302959,"L"
85922219,39,77,1,0,DOWN,1794317418559,"NACH-RECHTS"
85922219,66,48,0,0,DOWN,1794381248359,"B"
85922219,68,32,0,0,DOWN,1794445010759,"D"
85922219,71,34,0,0,DOWN,1794500484959,"G"
85922219,70,33,0,0,DOWN,1794564126859,"F"
85922219,69,18,0,0,DOWN,1794620862259,"E"
85922219,72,35,0,0,DOWN,1794676629359,"H"
85922219,82,19,0,0,DOWN,1794740615059,"R"
85922219,85,22,0,0,DOWN,1794797813259,"U"
85922219,65,30,0,0,DOWN,1794860763459,"A"
85922219,78,49,0,0,DOWN,1794916506959,"N"
85922219,76,38,0,0,DOWN,1794980371959,"L"
85922219,39,77,1,0,DOWN,1795044844659,"NACH-RECHTS"
85922219,66,48,0,0,DOWN,1795100555559,"B"
85922219,68,32,0,0,DOWN,1795164267459,"D"
85922219,71,34,0,0,DOWN,1795220812759,"G"
85922219,70,33,0,0,DOWN,1795280847359,"F"
85922219,69,18,0,0,DOWN,1795341569859,"E"
85922219,72,35,0,0,DOWN,1795398032759,"H"
85922219,82,19,0,0,DOWN,1795461949859,"R"
85922219,85,22,0,0,DOWN,1795517689359,"U"
85922219,65,30,0,0,DOWN,1795581136059,"A"
